id,nombre,edad,genero,ciudad,comentario,categoria_del_problema,nivel_de_urgencia,acceso_a_internet,atencion_previa_del_gobierno,zona_rural,año_del_reporte,mes_del_reporte
8829,Laura,36,F,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,0,0,1,2024,5
8830,Carlos,79,M,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,0,0,0,2023,5
8831,Laura,51,Otro,Barranquilla,queremos más presencia policial.,Educación,No urgente,1,0,1,2023,4
8832,Carlos,62,F,Cartagena,falta agua potable en varias casas.,Educación,No urgente,0,1,0,2024,11
8833,Camilo,37,F,Cartagena,queremos más presencia policial.,Salud,Urgente,1,0,1,2023,8
8834,Ana,79,Otro,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,1,1,2024,1
8835,María,57,F,Pereira,no hay suficientes escuelas públicas.,Salud,Urgente,0,1,1,2024,6
8836,Pedro,60,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,0,1,2023,12
8837,Laura,48,F,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,0,0,2023,7
8838,Laura,73,Otro,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,1,1,1,2023,2
8839,Ana,55,M,Cali,Sin Comentario,Medio Ambiente,No urgente,1,0,1,2023,6
8840,Valentina,53,F,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,1,1,2024,7
8841,Valentina,33,Otro,Cartagena,no hay suficientes escuelas públicas.,Salud,Urgente,0,1,0,2024,7
8842,Jorge,42,Otro,Bogotá,faltan médicos en el centro de salud.,Seguridad,No urgente,0,0,0,2023,5
8843,Ana,70,Otro,Pereira,hay problemas con la recolección de basura.,Salud,No urgente,1,0,0,2023,4
8844,Valentina,48,M,Cali,Sin Comentario,Medio Ambiente,No urgente,0,0,0,2023,4
8845,Laura,17,M,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,0,0,0,2024,2
8846,Valentina,27,Otro,Barranquilla,Sin Comentario,Seguridad,Urgente,0,0,1,2023,5
8847,Juan,54,F,Cali,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,0,1,2024,5
8848,Sofía,78,F,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2023,2
8849,Juan,55,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,0,1,2023,12
8850,Carlos,53,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,1,1,2023,5
8851,Sofía,42,F,Cali,queremos más presencia policial.,Educación,Urgente,0,1,0,2023,7
8852,Juan,58,M,Bogotá,falta agua potable en varias casas.,Salud,No urgente,0,1,1,2023,12
8853,Ana,78,M,Barranquilla,faltan médicos en el centro de salud.,Salud,No urgente,1,0,1,2023,9
8854,Laura,48,F,Cartagena,las basuras no se recogen a tiempo.,Educación,No urgente,1,1,1,2024,10
8855,Juan,41,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,0,0,1,2024,2
8856,Carlos,65,F,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,1,0,0,2024,9
8857,Ana,78,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,1,0,2024,10
8858,Camilo,54,F,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,1,1,1,2023,9
8859,Carlos,65,F,Cali,queremos más presencia policial.,Seguridad,No urgente,0,0,0,2024,4
8860,Ana,46,F,Cartagena,no hay suficientes escuelas públicas.,Educación,No urgente,1,0,1,2023,2
8861,Sofía,25,Otro,Manizales,queremos más presencia policial.,Seguridad,No urgente,1,0,0,2023,7
8862,Ana,28,Otro,Bogotá,queremos más presencia policial.,Medio Ambiente,No urgente,1,0,1,2024,9
8863,Camilo,34,Otro,Barranquilla,las basuras no se recogen a tiempo.,Salud,No urgente,1,0,1,2024,1
8864,María,47,F,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,0,0,0,2023,7
8865,Jorge,21,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,0,1,2023,4
8866,Carlos,59,M,Cúcuta,la contaminación del río está aumentando.,Educación,No urgente,0,0,0,2024,10
8867,Jorge,26,Otro,Santa Marta,falta agua potable en varias casas.,Seguridad,Urgente,0,0,1,2023,10
8868,Jorge,26,M,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,No urgente,1,0,0,2023,11
8869,Sofía,43,F,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,1,0,0,2023,1
8870,Juan,18,M,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,1,0,0,2023,6
8871,Valentina,73,M,Cartagena,queremos más presencia policial.,Educación,Urgente,0,1,1,2024,8
8872,Ana,23,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,0,0,0,2024,7
8873,Juan,37,F,Manizales,hay problemas con la recolección de basura.,Salud,Urgente,0,0,0,2024,6
8874,Ana,48,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,1,0,2024,4
8875,Laura,41,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,1,1,2023,7
8876,Camilo,31,M,Bogotá,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,1,0,2023,10
8877,Carlos,52,M,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,0,1,1,2024,6
8878,Ana,74,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,1,1,2024,6
8879,Sofía,20,F,Cartagena,las basuras no se recogen a tiempo.,Salud,Urgente,0,1,1,2023,6
8880,Valentina,77,Otro,Medellín,falta agua potable en varias casas.,Salud,Urgente,1,0,0,2024,3
8881,Jorge,52,F,Barranquilla,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,0,1,2024,11
8882,María,34,F,Manizales,queremos más presencia policial.,Medio Ambiente,No urgente,1,0,1,2023,1
8883,Valentina,27,Otro,Cali,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,1,1,2023,6
8884,Pedro,80,Otro,Pereira,la contaminación del río está aumentando.,Educación,No urgente,0,0,1,2023,12
8885,Camilo,45,F,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,0,1,0,2023,1
8886,Pedro,36,Otro,Pereira,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,0,1,2023,12
8887,Carlos,24,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,0,0,2023,11
8888,Juan,56,F,Medellín,falta agua potable en varias casas.,Educación,Urgente,1,0,1,2024,4
8889,Ana,51,Otro,Santa Marta,las basuras no se recogen a tiempo.,Educación,No urgente,1,1,0,2023,7
8890,Camilo,17,M,Medellín,queremos más presencia policial.,Salud,No urgente,1,1,0,2023,2
8891,Laura,29,Otro,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,0,1,0,2023,1
8892,Juan,60,M,Manizales,la contaminación del río está aumentando.,Educación,Urgente,0,0,1,2023,1
8893,Juan,69,F,Barranquilla,queremos más presencia policial.,Medio Ambiente,Urgente,0,1,1,2024,1
8894,Juan,75,Otro,Bogotá,faltan médicos en el centro de salud.,Educación,No urgente,1,0,0,2024,5
8895,María,80,F,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,0,1,0,2024,6
8896,Ana,56,F,Bogotá,Sin Comentario,Salud,No urgente,0,1,1,2023,4
8897,Sofía,15,M,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,1,0,2023,1
8898,Carlos,37,Otro,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,1,0,1,2024,11
8899,Jorge,48,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,0,0,1,2023,5
8900,Pedro,52,M,Barranquilla,las basuras no se recogen a tiempo.,Seguridad,Urgente,1,1,1,2024,11
8901,Juan,72,M,Santa Marta,faltan médicos en el centro de salud.,Educación,Urgente,1,0,1,2024,3
8902,María,39,Otro,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,1,1,1,2023,1
8903,Pedro,48,F,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,1,0,1,2023,7
8904,Laura,26,M,Cúcuta,Sin Comentario,Seguridad,No urgente,0,1,1,2024,6
8905,Laura,69,Otro,Cali,no hay suficientes escuelas públicas.,Seguridad,No urgente,0,0,1,2023,10
8906,Valentina,36,F,Barranquilla,la contaminación del río está aumentando.,Seguridad,Urgente,1,1,0,2023,9
8907,Laura,52,F,Bucaramanga,Sin Comentario,Salud,Urgente,1,1,1,2024,10
8908,Carlos,56,M,Manizales,queremos más presencia policial.,Salud,Urgente,1,0,0,2024,4
8909,María,19,F,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,1,1,2023,1
8910,Jorge,77,M,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,0,1,1,2024,6
8911,Valentina,35,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,Urgente,1,1,1,2023,2
8912,Carlos,48,M,Cali,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,0,0,1,2024,1
8913,Juan,50,F,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,1,1,0,2024,9
8914,Jorge,73,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Educación,Urgente,1,1,0,2023,3
8915,Sofía,38,Otro,Cali,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,0,0,1,2024,10
8916,Jorge,39,F,Bogotá,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,0,0,2024,5
8917,Laura,61,F,Bucaramanga,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,0,2024,4
8918,Laura,43,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,1,0,1,2023,1
8919,Laura,59,Otro,Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,0,1,2023,4
8920,Camilo,21,Otro,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,0,1,2023,7
8921,Carlos,32,Otro,Santa Marta,la contaminación del río está aumentando.,Seguridad,No urgente,0,0,1,2024,12
8922,Laura,21,F,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,0,0,0,2023,9
8923,María,63,F,Bucaramanga,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,0,0,2024,9
8924,Juan,39,F,Barranquilla,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,0,2023,7
8925,Sofía,51,M,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,0,1,0,2023,12
8926,María,61,F,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2023,5
8927,Valentina,48,M,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,1,1,1,2024,9
8928,Sofía,43,F,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,1,0,1,2024,11
8929,María,19,M,Bucaramanga,faltan médicos en el centro de salud.,Seguridad,No urgente,0,0,0,2024,10
8930,Juan,41,F,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,0,1,1,2024,8
8931,Valentina,67,M,Manizales,no hay suficientes escuelas públicas.,Salud,Urgente,1,0,1,2024,7
8932,Carlos,69,F,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,1,1,1,2023,8
8933,Laura,26,F,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,1,2024,7
8934,Laura,54,F,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,1,0,1,2024,7
8935,Valentina,61,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,1,0,1,2024,2
8936,Carlos,55,Otro,Barranquilla,falta agua potable en varias casas.,Salud,No urgente,1,1,0,2023,11
8937,Camilo,58,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,0,0,1,2023,9
8938,Carlos,57,Otro,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,1,0,0,2024,8
8939,Juan,25,F,Cúcuta,faltan médicos en el centro de salud.,Seguridad,No urgente,0,0,1,2024,7
8940,Juan,20,F,Cali,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,0,1,1,2023,11
8941,Juan,76,F,Medellín,hay problemas con la recolección de basura.,Salud,Urgente,1,0,1,2023,7
8942,Valentina,66,M,Barranquilla,las basuras no se recogen a tiempo.,Seguridad,No urgente,0,0,0,2023,5
8943,Pedro,19,F,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,0,0,2024,4
8944,Laura,79,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,0,0,2024,11
8945,Juan,52,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,0,0,0,2023,1
8946,Sofía,60,M,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,0,0,0,2024,11
8947,Juan,38,M,Bogotá,las basuras no se recogen a tiempo.,Salud,No urgente,1,0,1,2023,8
8948,Jorge,48,M,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,1,1,0,2024,4
8949,Camilo,79,F,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,0,1,1,2023,3
8950,Carlos,39,Otro,Santa Marta,Sin Comentario,Seguridad,No urgente,0,0,0,2024,1
8951,Carlos,48,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,0,0,1,2024,6
8952,Carlos,46,F,Manizales,Sin Comentario,Seguridad,Urgente,1,1,0,2024,3
8953,Pedro,47,Otro,Medellín,faltan médicos en el centro de salud.,Seguridad,Urgente,0,0,1,2024,1
8954,Ana,48,M,Cartagena,la contaminación del río está aumentando.,Medio Ambiente,Urgente,0,0,0,2023,7
8955,Ana,80,Otro,Manizales,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,0,1,1,2023,5
8956,Carlos,51,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,0,0,1,2023,12
8957,Jorge,69,F,Cúcuta,queremos más presencia policial.,Educación,Urgente,0,1,1,2024,5
8958,María,73,F,Manizales,queremos más presencia policial.,Seguridad,No urgente,0,1,0,2023,2
8959,Pedro,60,M,Manizales,no hay suficientes escuelas públicas.,Salud,No urgente,0,1,0,2023,12
8960,Sofía,21,F,Pereira,Sin Comentario,Medio Ambiente,Urgente,0,1,1,2024,8
8961,Valentina,55,M,Cali,las calles están muy oscuras y peligrosas.,Salud,No urgente,0,1,1,2023,7
8962,María,47,M,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,1,0,1,2023,1
8963,María,24,F,Cali,las basuras no se recogen a tiempo.,Educación,Urgente,0,0,1,2023,1
8964,Pedro,41,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,1,1,2023,12
8965,Carlos,51,F,Pereira,queremos más presencia policial.,Seguridad,Urgente,1,0,0,2023,9
8966,Camilo,37,M,Medellín,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,1,1,2023,9
8967,Sofía,53,F,Medellín,las basuras no se recogen a tiempo.,Educación,No urgente,0,1,1,2023,4
8968,Carlos,78,Otro,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,1,1,2024,6
8969,Juan,27,F,Bucaramanga,Sin Comentario,Seguridad,Urgente,0,0,0,2023,4
8970,Jorge,43,Otro,Pereira,falta agua potable en varias casas.,Salud,Urgente,1,0,1,2023,9
8971,María,16,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,0,1,0,2024,6
8972,María,41,F,Cali,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,1,1,1,2024,7
8973,María,38,F,Cúcuta,faltan médicos en el centro de salud.,Salud,Urgente,1,0,0,2023,9
8974,Carlos,46,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,1,1,1,2024,6
8975,Ana,27,Otro,Barranquilla,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2024,4
8976,Jorge,51,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,0,0,0,2024,12
8977,Laura,27,F,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,1,0,2023,4
8978,Jorge,63,F,Manizales,no hay suficientes escuelas públicas.,Seguridad,No urgente,0,1,1,2023,8
8979,María,56,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,No urgente,1,1,1,2024,8
8980,Valentina,42,M,Medellín,las basuras no se recogen a tiempo.,Educación,No urgente,0,0,1,2023,7
8981,Jorge,47,M,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,1,1,2023,9
8982,Juan,22,Otro,Bogotá,queremos más presencia policial.,Seguridad,No urgente,1,0,1,2023,8
8983,Juan,58,Otro,Cúcuta,las basuras no se recogen a tiempo.,Salud,Urgente,1,0,0,2023,7
8984,Sofía,62,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,1,0,0,2023,9
8985,Laura,27,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,0,0,2023,12
8986,Valentina,51,M,Santa Marta,las basuras no se recogen a tiempo.,Educación,No urgente,1,0,1,2023,10
8987,Juan,55,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,0,1,0,2024,9
8988,Jorge,19,F,Medellín,no hay suficientes escuelas públicas.,Salud,Urgente,1,0,1,2023,12
8989,Ana,38,M,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,0,0,2024,7
8990,Jorge,27,Otro,Cartagena,hay problemas con la recolección de basura.,Educación,Urgente,0,1,0,2023,10
8991,Valentina,26,Otro,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,1,0,0,2024,4
8992,Valentina,20,Otro,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,1,0,2023,9
8993,Ana,54,Otro,Bucaramanga,Sin Comentario,Medio Ambiente,No urgente,0,0,0,2023,1
8994,Juan,48,Otro,Bogotá,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,1,0,2024,2
8995,María,27,M,Bucaramanga,falta agua potable en varias casas.,Seguridad,No urgente,0,0,0,2024,11
8996,Valentina,77,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,1,0,2023,7
8997,Valentina,77,F,Cali,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,1,0,2023,10
8998,Jorge,65,M,Santa Marta,queremos más presencia policial.,Seguridad,No urgente,0,1,0,2023,12
8999,Carlos,34,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,1,0,2023,6
9000,Sofía,31,M,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,1,1,1,2024,9
9001,Jorge,69,F,Manizales,falta agua potable en varias casas.,Seguridad,Urgente,1,1,0,2024,11
9002,Ana,19,Otro,Cúcuta,faltan médicos en el centro de salud.,Seguridad,No urgente,0,1,0,2023,7
9003,Sofía,69,Otro,Barranquilla,no hay suficientes escuelas públicas.,Educación,Urgente,1,1,1,2024,10
9004,Pedro,57,M,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,0,0,0,2023,5
9005,María,48,F,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,1,0,1,2024,10
9006,Jorge,78,M,Bogotá,falta agua potable en varias casas.,Educación,Urgente,0,0,1,2023,3
9007,Camilo,58,F,Cartagena,Sin Comentario,Educación,No urgente,0,0,1,2024,7
9008,Juan,72,M,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,0,1,2024,5
9009,Ana,32,F,Cali,hay problemas con la recolección de basura.,Seguridad,Urgente,0,1,1,2023,7
9010,Laura,37,M,Cali,faltan médicos en el centro de salud.,Seguridad,Urgente,1,0,1,2023,1
9011,Valentina,66,Otro,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,0,1,0,2023,7
9012,Ana,47,F,Manizales,la contaminación del río está aumentando.,Educación,No urgente,1,0,0,2024,7
9013,Carlos,31,Otro,Pereira,faltan médicos en el centro de salud.,Salud,No urgente,0,1,0,2023,3
9014,Ana,71,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,1,0,2023,2
9015,Laura,17,F,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,1,1,0,2023,8
9016,Juan,74,F,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,0,1,2024,2
9017,Sofía,18,Otro,Cartagena,falta agua potable en varias casas.,Educación,No urgente,1,1,0,2023,11
9018,Juan,28,M,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,0,0,2023,3
9019,Jorge,60,M,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,Urgente,1,1,1,2024,1
9020,Jorge,27,F,Cartagena,faltan médicos en el centro de salud.,Educación,Urgente,1,0,1,2023,2
9021,Juan,69,Otro,Santa Marta,queremos más presencia policial.,Seguridad,No urgente,1,0,0,2024,11
9022,María,30,Otro,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,0,1,1,2024,8
9023,María,18,M,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,0,0,1,2024,1
9024,María,40,M,Barranquilla,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,1,0,2023,8
9025,Jorge,15,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,0,1,2023,5
9026,Carlos,48,F,Manizales,faltan médicos en el centro de salud.,Seguridad,No urgente,0,0,0,2023,9
9027,Sofía,80,M,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,0,1,0,2023,3
9028,Laura,56,F,Cali,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,0,1,2023,3
9029,Pedro,43,F,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,0,0,2023,9
9030,María,75,F,Cartagena,las calles están muy oscuras y peligrosas.,Salud,No urgente,0,1,0,2024,4
9031,Jorge,28,F,Bucaramanga,no hay suficientes escuelas públicas.,Educación,Urgente,0,0,0,2024,12
9032,Valentina,15,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,1,1,2023,11
9033,Jorge,59,M,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,1,2024,6
9034,María,40,F,Bogotá,queremos más presencia policial.,Salud,Urgente,0,1,1,2023,11
9035,Camilo,52,M,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,0,0,2024,9
9036,Laura,50,Otro,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,0,1,1,2023,10
9037,Sofía,75,F,Manizales,faltan médicos en el centro de salud.,Educación,No urgente,0,0,0,2023,3
9038,Jorge,21,F,Cali,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,0,0,0,2023,8
9039,Ana,26,F,Cartagena,queremos más presencia policial.,Seguridad,Urgente,1,1,1,2023,10
9040,Jorge,70,M,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,0,0,1,2024,8
9041,Pedro,42,F,Cali,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,0,1,1,2024,9
9042,Valentina,67,F,Manizales,hay problemas con la recolección de basura.,Educación,No urgente,0,0,1,2023,6
9043,Carlos,42,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,0,1,2023,4
9044,Jorge,65,F,Bucaramanga,no hay suficientes escuelas públicas.,Educación,No urgente,1,1,1,2023,12
9045,Sofía,40,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,0,1,1,2023,9
9046,Juan,68,F,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,1,1,1,2024,9
9047,Laura,77,F,Cali,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,0,1,2024,6
9048,Pedro,15,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,1,0,2023,3
9049,Ana,51,M,Medellín,hay problemas con la recolección de basura.,Seguridad,No urgente,0,0,0,2024,5
9050,Valentina,23,M,Bogotá,la contaminación del río está aumentando.,Salud,No urgente,1,1,1,2024,3
9051,Camilo,31,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,0,1,0,2023,7
9052,Camilo,18,F,Barranquilla,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,1,0,2023,5
9053,María,48,F,Manizales,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2023,5
9054,Sofía,50,Otro,Bucaramanga,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,1,2024,7
9055,Pedro,30,F,Medellín,faltan médicos en el centro de salud.,Salud,No urgente,1,1,0,2023,1
9056,Camilo,48,F,Bogotá,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,1,1,2024,7
9057,Pedro,33,M,Manizales,Sin Comentario,Seguridad,Urgente,0,0,1,2024,11
9058,María,69,F,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,0,1,2024,8
9059,María,25,F,Medellín,no hay suficientes escuelas públicas.,Salud,Urgente,0,0,0,2023,11
9060,María,78,Otro,Cúcuta,no hay suficientes escuelas públicas.,Educación,No urgente,1,0,1,2023,4
9061,Carlos,18,M,Medellín,falta agua potable en varias casas.,Salud,No urgente,0,1,1,2024,1
9062,María,44,M,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,0,2023,1
9063,Valentina,25,F,Bogotá,queremos más presencia policial.,Seguridad,Urgente,1,1,0,2024,6
9064,Carlos,58,F,Santa Marta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,1,1,2023,12
9065,Valentina,63,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,1,0,2023,5
9066,Camilo,72,M,Bogotá,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,1,0,2023,3
9067,Valentina,33,F,Medellín,las basuras no se recogen a tiempo.,Educación,Urgente,1,0,1,2024,10
9068,Camilo,72,M,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,0,1,0,2023,11
9069,Ana,31,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,1,2023,10
9070,Valentina,34,M,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,1,1,0,2023,3
9071,Juan,56,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,0,2023,1
9072,Laura,17,F,Pereira,la contaminación del río está aumentando.,Salud,No urgente,0,1,0,2023,6
9073,Carlos,17,F,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,0,0,2023,8
9074,Camilo,35,Otro,Pereira,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,0,0,2024,11
9075,Jorge,23,Otro,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,0,0,2024,8
9076,Sofía,39,F,Cúcuta,no hay suficientes escuelas públicas.,Educación,Urgente,1,0,1,2023,5
9077,María,37,M,Cúcuta,hay problemas con la recolección de basura.,Seguridad,Urgente,1,0,1,2023,7
9078,Jorge,57,F,Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,0,0,2023,9
9079,Sofía,42,F,Medellín,queremos más presencia policial.,Salud,No urgente,1,1,0,2023,12
9080,Ana,75,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,0,1,0,2024,7
9081,Jorge,71,Otro,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,1,0,0,2024,9
